case_id,date,h2_injected_tonnes,h2_withdrawn_tonnes,net_flow_tonnes,month
UHS-A,2024-02-17,14.027,0.0,14.027,2024-02
UHS-A,2024-02-18,19.048,172.488,-153.44,2024-02
UHS-A,2024-02-19,0.0,69.712,-69.712,2024-02
UHS-A,2024-02-20,80.295,327.974,-247.679,2024-02
UHS-A,2024-02-21,46.941,34.282,12.658,2024-02
UHS-A,2024-02-22,0.0,134.292,-134.292,2024-02
UHS-A,2024-02-23,46.256,175.436,-129.18,2024-02
UHS-A,2024-02-24,326.443,0.0,326.443,2024-02
UHS-A,2024-02-25,0.0,454.363,-454.363,2024-02
UHS-A,2024-02-26,0.0,0.0,0.0,2024-02
UHS-A,2024-02-27,279.694,120.586,159.107,2024-02
UHS-A,2024-02-28,184.182,142.993,41.189,2024-02
UHS-A,2024-02-29,680.583,0.0,680.583,2024-02
UHS-A,2024-03-01,0.0,331.2,-331.2,2024-03
UHS-A,2024-03-02,203.705,82.772,120.932,2024-03
UHS-A,2024-03-03,121.715,7.098,114.617,2024-03
UHS-A,2024-03-04,69.936,61.807,8.129,2024-03
UHS-A,2024-03-05,244.466,159.448,85.018,2024-03
UHS-A,2024-03-06,53.033,40.803,12.23,2024-03
UHS-A,2024-03-07,0.0,176.929,-176.929,2024-03
UHS-A,2024-03-08,0.0,0.0,0.0,2024-03
UHS-A,2024-03-09,339.745,0.0,339.745,2024-03
UHS-A,2024-03-10,301.075,0.0,301.075,2024-03
UHS-A,2024-03-11,0.0,349.865,-349.865,2024-03
UHS-A,2024-03-12,165.792,347.345,-181.553,2024-03
UHS-A,2024-03-13,632.25,134.003,498.247,2024-03
UHS-A,2024-03-14,57.802,0.0,57.802,2024-03
UHS-A,2024-03-15,62.43,409.573,-347.142,2024-03
UHS-A,2024-03-16,104.354,0.0,104.354,2024-03
UHS-A,2024-03-17,190.031,0.417,189.614,2024-03
UHS-A,2024-03-18,0.0,58.405,-58.405,2024-03
UHS-A,2024-03-19,191.086,103.732,87.354,2024-03
UHS-A,2024-03-20,0.0,133.427,-133.427,2024-03
UHS-A,2024-03-21,137.2,139.269,-2.069,2024-03
UHS-A,2024-03-22,79.425,8.892,70.533,2024-03
UHS-A,2024-03-23,25.258,135.879,-110.621,2024-03
UHS-A,2024-03-24,0.0,0.989,-0.989,2024-03
UHS-A,2024-03-25,0.0,121.065,-121.065,2024-03
UHS-A,2024-03-26,0.0,107.765,-107.765,2024-03
UHS-A,2024-03-27,0.0,148.974,-148.974,2024-03
UHS-A,2024-03-28,17.855,128.96,-111.104,2024-03
UHS-A,2024-03-29,297.136,0.0,297.136,2024-03
UHS-A,2024-03-30,5.225,99.999,-94.773,2024-03
UHS-A,2024-03-31,204.045,130.112,73.933,2024-03
UHS-A,2024-04-01,0.0,0.0,0.0,2024-04
UHS-A,2024-04-02,0.0,0.0,0.0,2024-04
UHS-A,2024-04-03,0.0,121.782,-121.782,2024-04
UHS-A,2024-04-04,0.0,294.071,-294.071,2024-04
UHS-A,2024-04-05,0.0,154.985,-154.985,2024-04
UHS-A,2024-04-06,169.427,303.179,-133.752,2024-04
UHS-A,2024-04-07,441.466,0.0,441.466,2024-04
UHS-A,2024-04-08,0.0,63.705,-63.705,2024-04
UHS-A,2024-04-09,0.0,150.452,-150.452,2024-04
UHS-A,2024-04-10,213.754,0.0,213.754,2024-04
UHS-A,2024-04-11,0.0,260.291,-260.291,2024-04
UHS-A,2024-04-12,0.0,0.0,0.0,2024-04
UHS-A,2024-04-13,182.155,178.999,3.156,2024-04
UHS-A,2024-04-14,47.737,130.023,-82.285,2024-04
UHS-A,2024-04-15,0.0,0.0,0.0,2024-04
UHS-A,2024-04-16,96.387,0.0,96.387,2024-04
UHS-A,2024-04-17,0.0,245.958,-245.958,2024-04
UHS-A,2024-04-18,469.307,211.489,257.818,2024-04
UHS-A,2024-04-19,0.0,0.0,0.0,2024-04
UHS-A,2024-04-20,0.0,0.0,0.0,2024-04
UHS-A,2024-04-21,0.0,100.461,-100.461,2024-04
UHS-A,2024-04-22,0.663,17.782,-17.119,2024-04
UHS-A,2024-04-23,207.057,184.845,22.213,2024-04
UHS-A,2024-04-24,0.0,94.422,-94.422,2024-04
UHS-A,2024-04-25,173.175,267.193,-94.018,2024-04
UHS-A,2024-04-26,0.0,170.803,-170.803,2024-04
UHS-A,2024-04-27,245.568,131.448,114.12,2024-04
UHS-A,2024-04-28,77.497,0.0,77.497,2024-04
UHS-A,2024-04-29,193.532,0.0,193.532,2024-04
UHS-A,2024-04-30,7.95,9.566,-1.616,2024-04
UHS-A,2024-05-01,177.71,306.152,-128.442,2024-05
UHS-A,2024-05-02,428.42,0.0,428.42,2024-05
UHS-A,2024-05-03,0.0,57.874,-57.874,2024-05
UHS-A,2024-05-04,67.246,0.0,67.246,2024-05
UHS-A,2024-05-05,0.0,122.592,-122.592,2024-05
UHS-A,2024-05-06,415.12,370.396,44.724,2024-05
UHS-A,2024-05-07,1.324,0.0,1.324,2024-05
UHS-A,2024-05-08,0.0,513.88,-513.88,2024-05
UHS-A,2024-05-09,0.0,44.472,-44.472,2024-05
UHS-A,2024-05-10,62.98,0.0,62.98,2024-05
UHS-A,2024-05-11,0.0,0.0,0.0,2024-05
UHS-A,2024-05-12,15.875,224.079,-208.204,2024-05
UHS-A,2024-05-13,123.459,328.838,-205.379,2024-05
UHS-A,2024-05-14,67.95,127.788,-59.838,2024-05
UHS-A,2024-05-15,261.623,260.888,0.735,2024-05
UHS-A,2024-05-16,26.655,0.0,26.655,2024-05
UHS-A,2024-05-17,50.255,0.0,50.255,2024-05
UHS-A,2024-05-18,147.577,0.0,147.577,2024-05
UHS-A,2024-05-19,550.915,0.0,550.915,2024-05
UHS-A,2024-05-20,0.0,134.069,-134.069,2024-05
UHS-A,2024-05-21,485.55,47.863,437.687,2024-05
UHS-A,2024-05-22,0.0,150.55,-150.55,2024-05
UHS-A,2024-05-23,139.569,0.0,139.569,2024-05
UHS-A,2024-05-24,23.55,0.0,23.55,2024-05
UHS-A,2024-05-25,0.0,46.407,-46.407,2024-05
UHS-A,2024-05-26,235.829,0.0,235.829,2024-05
UHS-A,2024-05-27,215.617,218.431,-2.814,2024-05
UHS-A,2024-05-28,0.0,0.0,0.0,2024-05
UHS-A,2024-05-29,0.0,0.0,0.0,2024-05
UHS-A,2024-05-30,7.354,79.95,-72.597,2024-05
UHS-A,2024-05-31,121.606,0.0,121.606,2024-05
UHS-A,2024-06-01,93.537,0.0,93.537,2024-06
UHS-A,2024-06-02,247.576,0.0,247.576,2024-06
UHS-A,2024-06-03,488.113,98.71,389.403,2024-06
UHS-A,2024-06-04,177.639,0.0,177.639,2024-06
UHS-A,2024-06-05,209.029,233.587,-24.558,2024-06
UHS-A,2024-06-06,123.258,0.0,123.258,2024-06
UHS-A,2024-06-07,332.424,111.257,221.167,2024-06
UHS-A,2024-06-08,201.393,0.0,201.393,2024-06
UHS-A,2024-06-09,245.776,0.0,245.776,2024-06
UHS-A,2024-06-10,462.181,53.487,408.694,2024-06
UHS-A,2024-06-11,138.902,179.941,-41.039,2024-06
UHS-A,2024-06-12,37.058,0.0,37.058,2024-06
UHS-A,2024-06-13,183.444,4.97,178.474,2024-06
UHS-A,2024-06-14,324.243,141.989,182.254,2024-06
UHS-A,2024-06-15,194.407,147.321,47.085,2024-06
UHS-A,2024-06-16,308.476,9.62,298.856,2024-06
UHS-A,2024-06-17,0.0,0.0,0.0,2024-06
UHS-A,2024-06-18,0.0,28.938,-28.938,2024-06
UHS-A,2024-06-19,0.0,0.0,0.0,2024-06
UHS-A,2024-06-20,0.0,65.408,-65.408,2024-06
UHS-A,2024-06-21,113.349,0.0,113.349,2024-06
UHS-A,2024-06-22,2.742,60.178,-57.436,2024-06
UHS-A,2024-06-23,341.657,0.0,341.657,2024-06
UHS-A,2024-06-24,0.0,159.186,-159.186,2024-06
UHS-A,2024-06-25,407.479,0.0,407.479,2024-06
UHS-A,2024-06-26,0.0,0.0,0.0,2024-06
UHS-A,2024-06-27,0.0,87.648,-87.648,2024-06
UHS-A,2024-06-28,0.0,20.27,-20.27,2024-06
UHS-A,2024-06-29,487.307,375.316,111.991,2024-06
UHS-A,2024-06-30,80.2,0.0,80.2,2024-06
UHS-A,2024-07-01,196.223,36.034,160.189,2024-07
UHS-A,2024-07-02,50.175,196.229,-146.054,2024-07
UHS-A,2024-07-03,69.001,0.0,69.001,2024-07
UHS-A,2024-07-04,0.0,0.0,0.0,2024-07
UHS-A,2024-07-05,97.064,0.0,97.064,2024-07
UHS-A,2024-07-06,187.37,0.0,187.37,2024-07
UHS-A,2024-07-07,428.803,232.189,196.614,2024-07
UHS-A,2024-07-08,0.0,0.0,0.0,2024-07
UHS-A,2024-07-09,414.241,0.0,414.241,2024-07
UHS-A,2024-07-10,192.632,0.0,192.632,2024-07
UHS-A,2024-07-11,9.244,0.0,9.244,2024-07
UHS-A,2024-07-12,0.0,251.947,-251.947,2024-07
UHS-A,2024-07-13,296.728,70.018,226.71,2024-07
UHS-A,2024-07-14,129.867,205.764,-75.898,2024-07
UHS-A,2024-07-15,0.0,186.279,-186.279,2024-07
UHS-A,2024-07-16,156.366,0.0,156.366,2024-07
UHS-A,2024-07-17,315.512,404.963,-89.451,2024-07
UHS-A,2024-07-18,256.518,330.041,-73.523,2024-07
UHS-A,2024-07-19,0.0,0.0,0.0,2024-07
UHS-A,2024-07-20,0.0,0.0,0.0,2024-07
UHS-A,2024-07-21,13.24,0.0,13.24,2024-07
UHS-A,2024-07-22,744.061,63.19,680.871,2024-07
UHS-A,2024-07-23,0.0,0.0,0.0,2024-07
UHS-A,2024-07-24,0.0,0.0,0.0,2024-07
UHS-A,2024-07-25,157.894,0.0,157.894,2024-07
UHS-A,2024-07-26,51.847,171.969,-120.122,2024-07
UHS-A,2024-07-27,35.859,37.833,-1.974,2024-07
UHS-A,2024-07-28,489.833,177.492,312.342,2024-07
UHS-A,2024-07-29,0.0,220.366,-220.366,2024-07
UHS-A,2024-07-30,72.217,0.0,72.217,2024-07
UHS-A,2024-07-31,115.828,0.0,115.828,2024-07
UHS-A,2024-08-01,0.0,0.0,0.0,2024-08
UHS-A,2024-08-02,0.0,433.684,-433.684,2024-08
UHS-A,2024-08-03,127.909,54.25,73.659,2024-08
UHS-A,2024-08-04,442.816,158.758,284.058,2024-08
UHS-A,2024-08-05,154.389,0.0,154.389,2024-08
UHS-A,2024-08-06,89.558,54.696,34.861,2024-08
UHS-A,2024-08-07,87.47,186.112,-98.641,2024-08
UHS-A,2024-08-08,17.188,168.33,-151.141,2024-08
UHS-A,2024-08-09,311.145,131.381,179.763,2024-08
UHS-A,2024-08-10,0.0,36.124,-36.124,2024-08
UHS-A,2024-08-11,0.0,44.209,-44.209,2024-08
UHS-A,2024-08-12,0.0,0.0,0.0,2024-08
UHS-A,2024-08-13,83.1,0.0,83.1,2024-08
UHS-A,2024-08-14,283.024,72.192,210.833,2024-08
UHS-A,2024-08-15,114.242,0.0,114.242,2024-08
UHS-A,2024-08-16,0.276,144.957,-144.681,2024-08
UHS-A,2024-08-17,158.136,110.615,47.521,2024-08
UHS-A,2024-08-18,101.899,252.329,-150.43,2024-08
UHS-A,2024-08-19,232.006,188.655,43.351,2024-08
UHS-A,2024-08-20,333.58,74.506,259.074,2024-08
UHS-A,2024-08-21,0.0,156.653,-156.653,2024-08
UHS-A,2024-08-22,0.0,197.463,-197.463,2024-08
UHS-A,2024-08-23,0.0,0.0,0.0,2024-08
UHS-A,2024-08-24,0.0,0.0,0.0,2024-08
UHS-A,2024-08-25,229.378,26.126,203.252,2024-08
UHS-A,2024-08-26,0.0,0.0,0.0,2024-08
UHS-A,2024-08-27,0.0,201.572,-201.572,2024-08
UHS-A,2024-08-28,0.0,0.0,0.0,2024-08
UHS-A,2024-08-29,0.0,239.558,-239.558,2024-08
UHS-A,2024-08-30,381.061,0.0,381.061,2024-08
UHS-A,2024-08-31,151.928,118.336,33.592,2024-08
UHS-A,2024-09-01,187.223,70.842,116.381,2024-09
UHS-A,2024-09-02,163.798,0.0,163.798,2024-09
UHS-A,2024-09-03,225.289,42.604,182.685,2024-09
UHS-A,2024-09-04,284.538,98.533,186.005,2024-09
UHS-A,2024-09-05,0.0,36.615,-36.615,2024-09
UHS-A,2024-09-06,0.0,0.0,0.0,2024-09
UHS-A,2024-09-07,0.0,314.488,-314.488,2024-09
UHS-A,2024-09-08,41.225,61.904,-20.679,2024-09
UHS-A,2024-09-09,0.0,0.0,0.0,2024-09
UHS-A,2024-09-10,282.639,303.282,-20.643,2024-09
UHS-A,2024-09-11,0.0,146.409,-146.409,2024-09
UHS-A,2024-09-12,170.328,0.0,170.328,2024-09
UHS-A,2024-09-13,12.985,0.0,12.985,2024-09
UHS-A,2024-09-14,104.952,16.134,88.818,2024-09
UHS-A,2024-09-15,0.0,98.103,-98.103,2024-09
UHS-A,2024-09-16,89.829,149.613,-59.784,2024-09
UHS-A,2024-09-17,0.0,201.417,-201.417,2024-09
UHS-A,2024-09-18,0.0,137.486,-137.486,2024-09
UHS-A,2024-09-19,0.0,264.525,-264.525,2024-09
UHS-A,2024-09-20,354.719,73.666,281.054,2024-09
UHS-A,2024-09-21,117.374,0.0,117.374,2024-09
UHS-A,2024-09-22,84.622,54.156,30.466,2024-09
UHS-A,2024-09-23,0.0,44.308,-44.308,2024-09
UHS-A,2024-09-24,0.0,0.0,0.0,2024-09
UHS-A,2024-09-25,0.0,0.0,0.0,2024-09
UHS-A,2024-09-26,0.0,105.71,-105.71,2024-09
UHS-A,2024-09-27,0.0,0.0,0.0,2024-09
UHS-A,2024-09-28,362.974,0.0,362.974,2024-09
UHS-A,2024-09-29,0.0,200.634,-200.634,2024-09
UHS-A,2024-09-30,0.0,0.0,0.0,2024-09
UHS-A,2024-10-01,0.0,170.136,-170.136,2024-10
UHS-A,2024-10-02,0.0,0.0,0.0,2024-10
UHS-A,2024-10-03,0.0,492.293,-492.293,2024-10
UHS-A,2024-10-04,24.939,25.921,-0.981,2024-10
UHS-A,2024-10-05,0.0,9.442,-9.442,2024-10
UHS-A,2024-10-06,0.0,239.781,-239.781,2024-10
UHS-A,2024-10-07,0.0,0.0,0.0,2024-10
UHS-A,2024-10-08,171.813,289.445,-117.632,2024-10
UHS-A,2024-10-09,7.386,119.927,-112.541,2024-10
UHS-A,2024-10-10,164.53,43.451,121.079,2024-10
UHS-A,2024-10-11,190.881,27.092,163.788,2024-10
UHS-A,2024-10-12,61.867,252.108,-190.24,2024-10
UHS-A,2024-10-13,0.0,99.225,-99.225,2024-10
UHS-A,2024-10-14,68.793,131.217,-62.423,2024-10
UHS-A,2024-10-15,315.517,148.598,166.919,2024-10
UHS-A,2024-10-16,0.0,84.934,-84.934,2024-10
UHS-A,2024-10-17,98.294,145.937,-47.643,2024-10
UHS-A,2024-10-18,25.463,46.171,-20.708,2024-10
UHS-A,2024-10-19,308.202,57.226,250.976,2024-10
UHS-A,2024-10-20,0.0,0.0,0.0,2024-10
UHS-A,2024-10-21,262.668,112.333,150.335,2024-10
UHS-A,2024-10-22,0.0,0.0,0.0,2024-10
UHS-A,2024-10-23,0.0,110.68,-110.68,2024-10
UHS-A,2024-10-24,48.288,22.482,25.807,2024-10
UHS-A,2024-10-25,95.429,125.501,-30.072,2024-10
UHS-A,2024-10-26,415.594,0.0,415.594,2024-10
UHS-A,2024-10-27,90.024,0.0,90.024,2024-10
UHS-A,2024-10-28,63.884,12.5,51.384,2024-10
UHS-A,2024-10-29,350.124,0.0,350.124,2024-10
UHS-A,2024-10-30,146.518,0.0,146.518,2024-10
UHS-A,2024-10-31,0.0,188.659,-188.659,2024-10
UHS-A,2024-11-01,300.104,319.549,-19.445,2024-11
UHS-A,2024-11-02,0.0,0.0,0.0,2024-11
UHS-A,2024-11-03,0.0,56.972,-56.972,2024-11
UHS-A,2024-11-04,0.0,20.782,-20.782,2024-11
UHS-A,2024-11-05,0.0,0.0,0.0,2024-11
UHS-A,2024-11-06,89.766,173.504,-83.738,2024-11
UHS-A,2024-11-07,0.0,228.0,-228.0,2024-11
UHS-A,2024-11-08,0.0,0.0,0.0,2024-11
UHS-A,2024-11-09,0.0,76.928,-76.928,2024-11
UHS-A,2024-11-10,0.0,271.497,-271.497,2024-11
UHS-A,2024-11-11,202.945,178.25,24.695,2024-11
UHS-A,2024-11-12,0.0,201.695,-201.695,2024-11
UHS-A,2024-11-13,538.894,284.979,253.915,2024-11
UHS-A,2024-11-14,305.333,283.033,22.3,2024-11
UHS-A,2024-11-15,0.0,231.985,-231.985,2024-11
UHS-A,2024-11-16,254.519,93.5,161.019,2024-11
UHS-A,2024-11-17,126.819,10.879,115.939,2024-11
UHS-A,2024-11-18,67.086,87.17,-20.084,2024-11
UHS-A,2024-11-19,183.237,0.0,183.237,2024-11
UHS-A,2024-11-20,30.203,0.0,30.203,2024-11
UHS-A,2024-11-21,68.155,27.307,40.848,2024-11
UHS-A,2024-11-22,187.16,127.255,59.905,2024-11
UHS-A,2024-11-23,438.162,0.0,438.162,2024-11
UHS-A,2024-11-24,70.131,41.027,29.104,2024-11
UHS-A,2024-11-25,0.0,47.126,-47.126,2024-11
UHS-A,2024-11-26,0.0,284.081,-284.081,2024-11
UHS-A,2024-11-27,419.332,14.936,404.396,2024-11
UHS-A,2024-11-28,0.0,284.05,-284.05,2024-11
UHS-A,2024-11-29,127.888,0.0,127.888,2024-11
UHS-A,2024-11-30,407.974,282.644,125.331,2024-11
UHS-A,2024-12-01,65.137,274.705,-209.567,2024-12
UHS-A,2024-12-02,0.0,212.701,-212.701,2024-12
UHS-A,2024-12-03,308.704,0.0,308.704,2024-12
UHS-A,2024-12-04,112.853,230.894,-118.041,2024-12
UHS-A,2024-12-05,138.516,63.19,75.326,2024-12
UHS-A,2024-12-06,0.0,0.0,0.0,2024-12
UHS-A,2024-12-07,265.269,274.484,-9.215,2024-12
UHS-A,2024-12-08,95.735,297.293,-201.559,2024-12
UHS-A,2024-12-09,0.0,0.0,0.0,2024-12
UHS-A,2024-12-10,118.308,98.129,20.179,2024-12
UHS-A,2024-12-11,0.0,288.269,-288.269,2024-12
UHS-A,2024-12-12,497.88,263.304,234.575,2024-12
UHS-A,2024-12-13,0.0,201.374,-201.374,2024-12
UHS-A,2024-12-14,349.008,0.0,349.008,2024-12
UHS-A,2024-12-15,0.0,184.39,-184.39,2024-12
UHS-A,2024-12-16,134.526,35.627,98.898,2024-12
UHS-A,2024-12-17,0.0,225.842,-225.842,2024-12
UHS-A,2024-12-18,224.149,109.675,114.475,2024-12
UHS-A,2024-12-19,0.0,66.21,-66.21,2024-12
UHS-A,2024-12-20,116.434,169.651,-53.218,2024-12
UHS-A,2024-12-21,24.177,41.993,-17.816,2024-12
UHS-A,2024-12-22,0.0,64.947,-64.947,2024-12
UHS-A,2024-12-23,124.558,0.0,124.558,2024-12
UHS-A,2024-12-24,0.0,0.0,0.0,2024-12
UHS-A,2024-12-25,235.637,157.162,78.474,2024-12
UHS-A,2024-12-26,0.0,0.0,0.0,2024-12
UHS-A,2024-12-27,6.978,36.156,-29.178,2024-12
UHS-A,2024-12-28,366.744,112.404,254.34,2024-12
UHS-A,2024-12-29,509.782,0.0,509.782,2024-12
UHS-A,2024-12-30,184.145,0.0,184.145,2024-12
UHS-A,2024-12-31,0.0,19.619,-19.619,2024-12
UHS-B,2024-01-01,270.864,448.841,-177.977,2024-01
UHS-B,2024-01-02,408.823,0.0,408.823,2024-01
UHS-B,2024-01-03,0.0,332.862,-332.862,2024-01
UHS-B,2024-01-04,359.534,1328.808,-969.274,2024-01
UHS-B,2024-01-05,0.0,867.418,-867.418,2024-01
UHS-B,2024-01-06,0.0,416.921,-416.921,2024-01
UHS-B,2024-01-07,0.0,0.0,0.0,2024-01
UHS-B,2024-01-08,441.314,442.594,-1.279,2024-01
UHS-B,2024-01-09,192.079,572.071,-379.992,2024-01
UHS-B,2024-01-10,87.006,76.58,10.426,2024-01
UHS-B,2024-01-11,179.521,359.452,-179.93,2024-01
UHS-B,2024-01-12,504.943,952.083,-447.14,2024-01
UHS-B,2024-01-13,20.088,0.0,20.088,2024-01
UHS-B,2024-01-14,92.865,0.0,92.865,2024-01
UHS-B,2024-01-15,607.553,542.147,65.406,2024-01
UHS-B,2024-01-16,0.0,423.961,-423.961,2024-01
UHS-B,2024-01-17,363.231,707.122,-343.891,2024-01
UHS-B,2024-01-18,0.0,477.473,-477.473,2024-01
UHS-B,2024-01-19,0.0,0.0,0.0,2024-01
UHS-B,2024-01-20,24.297,406.567,-382.269,2024-01
UHS-B,2024-01-21,318.944,0.0,318.944,2024-01
UHS-B,2024-01-22,641.845,64.397,577.448,2024-01
UHS-B,2024-01-23,122.834,437.95,-315.116,2024-01
UHS-B,2024-01-24,0.0,7.002,-7.002,2024-01
UHS-B,2024-01-25,378.723,1413.458,-1034.734,2024-01
UHS-B,2024-01-26,1243.6,0.0,1243.6,2024-01
UHS-B,2024-01-27,133.424,0.0,133.424,2024-01
UHS-B,2024-01-28,0.0,0.0,0.0,2024-01
UHS-B,2024-01-29,164.835,0.0,164.835,2024-01
UHS-B,2024-01-30,84.281,0.0,84.281,2024-01
UHS-B,2024-01-31,45.714,0.0,45.714,2024-01
UHS-B,2024-02-01,536.339,550.263,-13.923,2024-02
UHS-B,2024-02-02,742.792,0.0,742.792,2024-02
UHS-B,2024-02-03,414.895,254.237,160.657,2024-02
UHS-B,2024-02-04,29.212,0.0,29.212,2024-02
UHS-B,2024-02-05,627.092,0.0,627.092,2024-02
UHS-B,2024-02-06,0.0,1000.796,-1000.796,2024-02
UHS-B,2024-02-07,0.0,626.394,-626.394,2024-02
UHS-B,2024-02-08,0.0,0.0,0.0,2024-02
UHS-B,2024-02-09,84.441,0.0,84.441,2024-02
UHS-B,2024-02-10,340.654,681.53,-340.876,2024-02
UHS-B,2024-02-11,6.79,0.0,6.79,2024-02
UHS-B,2024-02-12,0.0,0.0,0.0,2024-02
UHS-B,2024-02-13,566.74,678.588,-111.848,2024-02
UHS-B,2024-02-14,0.0,240.793,-240.793,2024-02
UHS-B,2024-02-15,156.01,280.307,-124.296,2024-02
UHS-B,2024-02-16,370.21,556.478,-186.267,2024-02
UHS-B,2024-02-17,128.925,0.0,128.925,2024-02
UHS-B,2024-02-18,132.461,0.0,132.461,2024-02
UHS-B,2024-02-19,601.769,935.8,-334.031,2024-02
UHS-B,2024-02-20,186.614,0.0,186.614,2024-02
UHS-B,2024-02-21,525.237,0.0,525.237,2024-02
UHS-B,2024-02-22,375.944,0.0,375.944,2024-02
UHS-B,2024-02-23,1075.124,1177.952,-102.827,2024-02
UHS-B,2024-02-24,314.8,386.778,-71.978,2024-02
UHS-B,2024-02-25,424.599,620.145,-195.546,2024-02
UHS-B,2024-02-26,645.829,235.743,410.086,2024-02
UHS-B,2024-02-27,155.374,0.0,155.374,2024-02
UHS-B,2024-02-28,0.0,449.184,-449.184,2024-02
UHS-B,2024-02-29,0.0,0.0,0.0,2024-02
UHS-B,2024-03-01,0.0,0.0,0.0,2024-03
UHS-B,2024-03-02,0.0,495.12,-495.12,2024-03
UHS-B,2024-03-03,283.275,0.0,283.275,2024-03
UHS-B,2024-03-04,0.0,33.113,-33.113,2024-03
UHS-B,2024-03-05,227.979,54.243,173.736,2024-03
UHS-B,2024-03-06,61.922,0.0,61.922,2024-03
UHS-B,2024-03-07,118.876,0.0,118.876,2024-03
UHS-B,2024-03-08,403.603,0.0,403.603,2024-03
UHS-B,2024-03-09,0.0,0.0,0.0,2024-03
UHS-B,2024-03-10,445.808,198.32,247.488,2024-03
UHS-B,2024-03-11,887.265,171.438,715.827,2024-03
UHS-B,2024-03-12,308.565,303.037,5.528,2024-03
UHS-B,2024-03-13,0.0,0.0,0.0,2024-03
UHS-B,2024-03-14,0.0,372.091,-372.091,2024-03
UHS-B,2024-03-15,32.668,0.0,32.668,2024-03
UHS-B,2024-03-16,0.0,0.0,0.0,2024-03
UHS-B,2024-03-17,0.0,0.0,0.0,2024-03
UHS-B,2024-03-18,227.805,0.0,227.805,2024-03
UHS-B,2024-03-19,51.222,0.0,51.222,2024-03
UHS-B,2024-03-20,247.375,495.87,-248.495,2024-03
UHS-B,2024-03-21,721.114,0.0,721.114,2024-03
UHS-B,2024-03-22,48.255,236.205,-187.951,2024-03
UHS-B,2024-03-23,0.0,503.492,-503.492,2024-03
UHS-B,2024-03-24,0.0,0.0,0.0,2024-03
UHS-B,2024-03-25,529.514,244.239,285.275,2024-03
UHS-B,2024-03-26,486.488,593.159,-106.671,2024-03
UHS-B,2024-03-27,412.895,0.0,412.895,2024-03
UHS-B,2024-03-28,0.0,104.128,-104.128,2024-03
UHS-B,2024-03-29,526.102,0.0,526.102,2024-03
UHS-B,2024-03-30,634.043,0.0,634.043,2024-03
UHS-B,2024-03-31,0.0,0.0,0.0,2024-03
