facility_id,cycle_index,cycle_start,cycle_end,total_injected_kg,total_withdrawn_kg,total_losses_kg,avg_pressure_mpa,avg_temperature_c,cycle_efficiency
UHS-001,27,2032-01-04,2032-01-25,418269749.6523297,327442876.58830583,12356735.170414416,18.96174011520502,81.97603317981219,0.7603872221725725
UHS-001,28,2032-02-01,2032-02-22,334495482.3311131,688363104.4986719,9699530.673757669,16.950491115482475,81.97603317981219,1.0
UHS-001,29,2032-02-29,2032-03-21,257225450.11148942,329492495.86098754,3842127.4667123468,12.718571871837623,81.97603317981219,1.0
UHS-001,30,2032-03-28,2032-04-18,514373497.71916187,306920872.96655893,5459153.285228471,15.044962256651194,81.97603317981219,0.5904224607160483
UHS-001,31,2032-04-25,2032-05-16,265863408.37712622,233425619.72837642,10218793.145778477,15.829605590361226,81.97603317981219,0.8454931844239537
UHS-001,32,2032-05-23,2032-06-13,515670522.1672142,358251216.3510674,13559111.469506398,16.525522275456385,81.97603317981219,0.6769296229488578
UHS-001,33,2032-06-20,2032-07-11,220477116.95968524,564701935.2510213,5593343.34330974,13.791521262205965,81.97603317981219,1.0
UHS-001,34,2032-07-18,2032-08-08,472061497.5311885,283052310.94645625,2975317.6748454925,13.830190897848826,81.97603317981219,0.5958534199579673
UHS-001,35,2032-08-15,2032-09-05,283931708.7299545,323437419.4578102,3373284.76180172,14.250075100972998,81.97603317981219,1.0
UHS-001,36,2032-09-12,2032-10-03,238280742.6497447,395883563.3953379,3806552.356976577,12.096831856228375,81.97603317981219,1.0
UHS-001,37,2032-10-10,2032-10-31,487013118.09155273,280592512.56444216,8918992.78928613,15.265844150484481,81.97603317981219,0.5657881520639467
UHS-001,38,2032-11-07,2032-11-28,277690992.8214651,276226671.1585144,6550267.664891713,14.775086775357236,81.97603317981219,0.9718035681585112
UHS-001,39,2032-12-05,2032-12-26,285150770.01935107,274249994.921898,11752753.401937563,15.422026183682316,81.97603317981219,0.923700708437715
UHS-001,40,2033-01-02,2033-01-23,356138981.5429222,307751043.4125848,7503783.297986971,14.651160700823468,81.97603317981219,0.8463004716929359
UHS-001,41,2033-01-30,2033-02-20,415085072.8018533,223677594.5302979,11379285.461054293,19.062851468751212,81.97603317981219,0.5244930559763326
UHS-001,42,2033-02-27,2033-03-20,201328291.57232973,358769603.89479595,14273342.23508718,17.99299966320438,81.97603317981219,1.0
UHS-001,43,2033-03-27,2033-04-17,491875332.28366154,173569308.6092699,15698122.153034192,19.972763510824905,81.97603317981219,0.34195899547563385
UHS-001,44,2033-04-24,2033-05-15,293315197.4533864,527008631.3008915,26613827.086521987,20.183526976754397,81.97603317981219,1.0
UHS-001,45,2033-05-22,2033-06-12,288042714.03555644,271113479.3030601,7721284.432036117,14.901376033747923,81.97603317981219,0.9166547676787868
UHS-001,46,2033-06-19,2033-07-10,299697179.3467443,469700618.9989307,9999614.422912871,15.111004728494285,81.97603317981219,1.0
UHS-001,47,2033-07-17,2033-08-07,508416055.3194078,231851675.16707554,14247755.70026893,18.15456685447946,81.97603317981219,0.44359618990025507
UHS-001,48,2033-08-14,2033-09-04,256557587.2859059,346911481.86750317,10767753.280356962,18.39933222162364,81.97603317981219,1.0
UHS-001,49,2033-09-11,2033-10-02,389463630.9042674,348673031.4541503,4208400.740617151,17.385210700004354,81.97603317981219,0.8856941906624295
UHS-001,50,2033-10-09,2033-10-30,240696728.75932223,260643911.93952155,8899282.468786942,16.482510136966717,81.97603317981219,1.0
UHS-001,51,2033-11-06,2033-11-27,353410321.2169435,363706837.6187501,13043524.315989265,18.00195253845076,81.97603317981219,0.992503809285484
UHS-001,52,2033-12-04,2033-12-25,307982394.24830794,448274887.64528316,6736518.030872605,14.022452266881908,81.97603317981219,1.0
UHS-001,53,2034-01-01,2034-01-22,406018959.7001521,355561851.12493515,545683.9886420509,12.70522671625284,81.97603317981219,0.8745518250158044
UHS-001,54,2034-01-29,2034-02-19,420963315.70082766,442182363.46296936,7144313.693234477,14.09647099119801,81.97603317981219,1.0
UHS-001,55,2034-02-26,2034-03-19,291959291.2274489,361027475.79438853,3625928.764096692,12.29730851368695,81.97603317981219,1.0
UHS-001,56,2034-03-26,2034-04-16,407728531.70934737,356118052.54560363,2330638.3005996486,14.164637370704904,81.97603317981219,0.8684552830191924
UHS-001,57,2034-04-23,2034-05-14,456214071.65749055,395423980.685518,5437635.603034477,14.231694205603311,81.97603317981219,0.8565417921488752
UHS-001,58,2034-05-21,2034-06-11,437972164.1346422,425173952.7625694,4408567.527544461,13.34788244928507,81.97603317981219,0.9611041402391894
UHS-001,59,2034-06-18,2034-07-09,452983692.29872984,266798627.87171632,10634609.412592214,16.878648476115558,81.97603317981219,0.5754704395553434
UHS-001,60,2034-07-16,2034-08-06,286161426.09379685,266114861.6723823,13216056.928917501,18.93337678662371,81.97603317981219,0.8888940443533344
UHS-001,61,2034-08-13,2034-09-03,289998109.0898259,223501477.6612445,16418968.178579677,19.41459649489584,81.97603317981219,0.7294028115328204
UHS-001,62,2034-09-10,2034-10-01,257535418.85575068,413755878.80628914,17888618.747262076,16.337015777676555,81.97603317981219,1.0
UHS-001,63,2034-10-08,2034-10-29,342309116.73982906,412904371.2174021,14097112.125551943,16.750867184476412,81.97603317981219,1.0
UHS-001,64,2034-11-05,2034-11-26,369516979.8992349,404825595.54961026,6316349.4678037325,14.50307342220874,81.97603317981219,1.0
UHS-001,65,2034-12-03,2034-12-24,287691407.05807096,317985244.68216145,2220986.3777703755,12.641148851806701,81.97603317981219,1.0
UHS-001,66,2034-12-31,2035-01-21,490767858.6168579,285124121.9316142,5759991.657323854,16.417218993978473,81.97603317981219,0.5742359099779987
UHS-001,67,2035-01-28,2035-02-18,348553996.91050553,322469602.6082877,12151975.24580989,17.049445638534987,81.97603317981219,0.8939957402993659
UHS-001,68,2035-02-25,2035-03-18,355673853.558003,284305584.07864285,7730817.050113261,17.558185271932942,81.97603317981219,0.7823388279597229
UHS-001,69,2035-03-25,2035-04-15,295433306.96176296,252074044.4464915,13582718.999358937,18.775214027850126,81.97603317981219,0.8157312995741055
UHS-001,70,2035-04-22,2035-05-13,234618633.8067158,425800652.34478915,19605298.1353907,16.58053978652071,81.97603317981219,1.0
UHS-001,71,2035-05-20,2035-06-10,264162547.9670179,269203868.4354909,7764771.945146913,14.924441600334074,81.97603317981219,0.9899846345797341
UHS-001,72,2035-06-17,2035-07-08,303747673.56394017,394482253.99121654,4025970.5569529743,12.398825857582457,81.97603317981219,1.0
UHS-001,73,2035-07-15,2035-08-05,361479510.91582626,318682949.59819305,3526986.5202378444,13.099133379997369,81.97603317981219,0.8730884294847785
UHS-001,74,2035-08-12,2035-09-02,264822589.9743651,259269409.41923606,4669508.903102702,13.75784905334398,81.97603317981219,0.9620668305274517
UHS-001,75,2035-09-09,2035-09-30,305783386.5142423,401982775.162764,5051914.806169029,13.380479187531938,81.97603317981219,1.0
UHS-001,76,2035-10-07,2035-10-28,346810367.92371416,249035709.40551412,1545614.7907733517,12.589829654921845,81.97603317981219,0.7148885673355113
UHS-001,77,2035-11-04,2035-11-25,148145124.40075034,230194881.07316995,2831038.7796280324,12.646296473983096,81.97603317981219,1.0
UHS-001,78,2035-12-02,2035-12-23,442311174.15196747,237289275.88445216,6200986.57339415,14.368305299768467,81.97603317981219,0.5290587338829192
UHS-001,79,2035-12-30,2036-01-20,289074815.1787218,347723321.52833307,9272399.132511523,14.469331882087639,81.97603317981219,1.0
UHS-001,80,2036-01-27,2036-02-17,369293687.5511918,253868409.71362942,5210085.730937736,15.399605745097528,81.97603317981219,0.6778794442810049
UHS-001,81,2036-02-24,2036-03-16,481155660.7190325,274141305.87775123,11478707.879938535,18.48508900264507,81.97603317981219,0.5564802688399435
UHS-001,82,2036-03-23,2036-04-13,278170992.3677956,328194168.2548581,18098964.166196525,18.774754416628774,81.97603317981219,1.0
UHS-001,83,2036-04-20,2036-05-11,297686386.6609984,472661067.1894568,19239332.68496328,17.148136519654756,81.97603317981219,1.0
UHS-001,84,2036-05-18,2036-06-08,278740559.1005539,203116684.34967336,9234298.441713303,15.263775180352381,81.97603317981219,0.7053278403648872
UHS-001,85,2036-06-15,2036-07-06,272861467.2175014,357792708.90817654,6684310.365162941,14.495658814755277,81.97603317981219,1.0
UHS-001,86,2036-07-13,2036-08-03,393894077.0620905,279922201.5103117,10090643.606783772,17.84755343171889,81.97603317981219,0.6929029420886186
UHS-001,87,2036-08-10,2036-08-31,436406817.65362966,301637965.58935845,10075766.016557813,19.403218579193023,81.97603317981219,0.6755873053542791
UHS-001,88,2036-09-07,2036-09-28,369770245.0436255,412207468.02789783,19622418.118535478,20.037479162150284,81.97603317981219,1.0
UHS-001,89,2036-10-05,2036-10-26,323996003.455169,380307476.4946909,14732235.0445137,19.148165540244538,81.97603317981219,1.0
UHS-001,90,2036-11-02,2036-11-23,391659331.8183056,167639216.1112456,13283438.950323265,18.5280425448964,81.97603317981219,0.4139824889157712
UHS-001,91,2036-11-30,2036-12-21,311794585.7283977,374787283.75512576,15119414.10623263,19.86973724102579,81.97603317981219,1.0
UHS-001,92,2036-12-28,2037-01-18,207453827.19025254,311697925.2951311,19372896.200325828,18.2533667538998,81.97603317981219,1.0
UHS-001,93,2037-01-25,2037-02-15,387490180.1482467,423225415.8237197,7254197.360103107,16.824487590416098,81.97603317981219,1.0
UHS-001,94,2037-02-22,2037-03-15,492722362.99791145,296624409.9873349,9213561.112006921,16.792148660537997,81.97603317981219,0.5909607098024279
UHS-001,95,2037-03-22,2037-04-12,266586776.11335844,349131807.3124069,8772125.795068685,18.411353786352482,81.97603317981219,1.0
UHS-001,96,2037-04-19,2037-05-10,326502113.96698815,285287882.43508434,11611567.246837594,16.184357967635787,81.97603317981219,0.8437632023966106
UHS-001,97,2037-05-17,2037-06-07,316931709.79561406,262659999.5519125,21102899.701638766,18.655133973644105,81.97603317981219,0.7770210273514822
UHS-001,98,2037-06-14,2037-07-05,311102792.7250259,280034142.21558976,16587402.26496454,19.083376468460433,81.97603317981219,0.8545697933505263
UHS-001,99,2037-07-12,2037-08-02,194409254.1991309,420228098.8678758,18776408.27593121,17.076410891878606,81.97603317981219,1.0
UHS-001,100,2037-08-09,2037-08-30,366301751.8406271,230383839.3433344,6487070.111188932,15.735369439660754,81.97603317981219,0.6180009318334984
UHS-001,101,2037-09-06,2037-09-27,415261030.8723246,268492113.4231924,16632596.75582234,19.228035083796964,81.97603317981219,0.6216625952498644
UHS-001,102,2037-10-04,2037-10-25,263652472.32601961,363178464.3848689,11410372.731148532,18.889830774260073,81.97603317981219,1.0
UHS-001,103,2037-11-01,2037-11-22,408642244.4212699,316712699.87714803,14158725.6855032,17.987480528384665,81.97603317981219,0.7490822450032842
UHS-001,104,2037-11-29,2037-12-20,410905585.2251566,552231870.2061485,14143675.093160776,16.406542176921832,81.97603317981219,1.0
UHS-001,105,2037-12-27,2038-01-17,359473944.4291523,308162062.6087287,9766827.53701077,17.334737884335077,81.97603317981219,0.8345829767601298
UHS-001,106,2038-01-24,2038-02-14,602843793.3170793,245030440.9441005,19844296.56690204,20.19156756947482,81.97603317981219,0.3935043000256426
UHS-001,107,2038-02-21,2038-03-14,161771205.33835694,367585953.1303932,17955748.31597656,20.90386021706105,81.97603317981219,1.0
UHS-001,108,2038-03-21,2038-04-11,320373226.43694234,311891758.4467335,19115367.20322712,19.049056641275257,81.97603317981219,0.9187105672755345
UHS-001,109,2038-04-18,2038-05-09,343158473.14923924,430533609.87798315,13285688.201577794,18.056445665029056,81.97603317981219,1.0
UHS-001,110,2038-05-16,2038-06-06,416118580.8432062,271522422.7940001,18899258.47022025,19.089496194099983,81.97603317981219,0.6241638807790836
UHS-001,111,2038-06-13,2038-07-04,435706567.994139,243382166.02649885,24393642.045376018,21.49997449962735,81.97603317981219,0.5289764288644779
UHS-001,112,2038-07-11,2038-08-01,516758289.5741452,290454663.69085103,31678879.612438306,24.51659053914999,81.97603317981219,0.5296042646446445
UHS-001,113,2038-08-08,2038-08-29,444572789.141797,282540899.998791,46801925.91075191,28.174811119756598,81.97603317981219,0.575000893093523
UHS-001,114,2038-09-05,2038-09-26,373717002.0223537,440604543.65217716,46568353.36048813,27.451499881889454,81.97603317981219,1.0
UHS-001,115,2038-10-03,2038-10-24,323437573.08975,297575421.01932496,32215507.318934377,25.81723161237951,81.97603317981219,0.8367013739270251
UHS-001,116,2038-10-31,2038-11-21,233171185.5298047,294001726.66704667,31480013.790154144,25.53324825030927,81.97603317981219,1.0
UHS-001,117,2038-11-28,2038-12-19,432932935.5119964,320426009.932845,41034067.42183547,26.393941633133625,81.97603317981219,0.6760513030430898
UHS-001,118,2038-12-26,2039-01-16,394387201.8517647,419571906.06382424,42361576.58457755,25.481115496986778,81.97603317981219,0.9606710465590425
UHS-001,119,2039-01-23,2039-02-13,145551832.1443578,465645687.1423248,11099138.147967812,20.309525293064528,81.97603317981219,1.0
UHS-001,120,2039-02-20,2039-03-13,397263532.42749906,352440445.13890374,21330242.031342342,19.824211410738293,81.97603317981219,0.8419629403101831
UHS-001,121,2039-03-20,2039-04-10,263433443.47506654,413631727.1781502,9235277.071870446,15.820494638488086,81.97603317981219,1.0
UHS-001,122,2039-04-17,2039-05-08,232704852.26530522,414456956.69990695,4237433.716260938,13.36520737554244,81.97603317981219,1.0
UHS-001,123,2039-05-15,2039-06-05,380553447.30736464,386763365.93154144,1487298.3343945704,11.880602796720996,81.97603317981219,1.0
UHS-001,124,2039-06-12,2039-07-03,411871894.63422483,306596649.5392526,4465606.980276274,13.751735255212791,81.97603317981219,0.7364137228818249
UHS-001,125,2039-07-10,2039-07-31,321684262.88345796,300711562.5715259,1838599.1423776345,12.699731430886764,81.97603317981219,0.9294909197097544
UHS-001,126,2039-08-07,2039-08-28,609134409.3027605,280072069.1347174,4964248.244681074,18.84419059206368,81.97603317981219,0.4560701537001499
UHS-001,127,2039-09-04,2039-09-25,527395194.0988231,332979144.345999,22978577.21878352,23.893928649779255,81.97603317981219,0.6050054739142816
UHS-001,128,2039-10-02,2039-10-23,204927168.54234746,323796548.8757791,22205409.197729718,22.652842703859385,81.97603317981219,1.0
UHS-001,129,2039-10-30,2039-11-20,363764412.4380158,359624000.7721931,16152540.870324835,20.422791231748647,81.97603317981219,0.946585819981353
UHS-001,130,2039-11-27,2039-12-18,270844170.3387904,176207223.91888174,20651660.68148408,22.51954750420699,81.97603317981219,0.6044931184852038
UHS-002,1,2030-01-06,2030-01-27,681273.0730196226,240343.0165853886,48194.04799602111,13.748462471148788,83.10264447354176,0.3294775181241294
UHS-002,2,2030-02-03,2030-02-24,603716.3250529979,758283.3114455434,62544.81583330425,15.203242995326068,83.10264447354176,1.0
UHS-002,3,2030-03-03,2030-03-24,303783.3396215534,579318.7128068365,18944.683929379495,11.531259680771285,83.10264447354176,1.0
UHS-002,4,2030-03-31,2030-04-21,870037.9170484208,390662.32657554734,23965.359259447847,12.689617364041457,83.10264447354176,0.43698086676923337
UHS-002,5,2030-04-28,2030-05-19,569667.7416317422,594513.1178173876,44058.38920744569,14.160825102296974,83.10264447354176,0.9686944843043751
UHS-002,6,2030-05-26,2030-06-16,554768.3579825952,424389.2763457344,51686.51546710542,15.108996777291745,83.10264447354176,0.6997870656586166
UHS-002,7,2030-06-23,2030-07-14,429483.46783619834,628391.646105292,44955.87303361697,14.018507372642588,83.10264447354176,1.0
UHS-002,8,2030-07-21,2030-08-11,487393.56238119164,252671.9421835715,29473.22118264089,13.746296634463727,83.10264447354176,0.48885312467050085
UHS-002,9,2030-08-18,2030-09-08,365090.3905544557,481453.5364975797,37517.42960447074,13.559047325642506,83.10264447354176,1.0
UHS-002,10,2030-09-15,2030-10-06,398441.07245825854,538847.1844536037,15493.512952931855,12.080632378160413,83.10264447354176,1.0
UHS-002,11,2030-10-13,2030-11-03,359955.9016424679,672671.3698413516,17278.990250417817,9.777528089992064,83.10264447354176,1.0
UHS-002,12,2030-11-10,2030-12-01,549463.4577183033,331501.2288801756,17815.143116803898,10.67546462857367,83.10264447354176,0.5843711156954668
UHS-002,13,2030-12-08,2030-12-29,466619.40673248266,337708.09643667244,22205.13694786439,11.941841350521385,83.10264447354176,0.6908574882391879
UHS-002,14,2031-01-05,2031-01-26,614462.1461379313,456807.19736477744,26197.71859408007,12.937986311903884,83.10264447354176,0.7130260884312764
UHS-002,15,2031-02-02,2031-02-23,669323.0436202527,627730.1038254487,35995.633452470494,11.559730340297866,83.10264447354176,0.8899950110930132
UHS-002,16,2031-03-02,2031-03-23,571327.1188084512,630556.3423818243,31467.975449805657,12.730927457945352,83.10264447354176,1.0
UHS-002,17,2031-03-30,2031-04-20,496399.9268842415,641945.7690947617,19918.693603899846,10.53305166938238,83.10264447354176,1.0
UHS-002,18,2031-04-27,2031-05-18,479172.22255740163,605460.0691841446,8172.419532849523,9.487443528375765,83.10264447354176,1.0
UHS-002,19,2031-05-25,2031-06-15,420507.09887590737,734799.6521742168,11018.493805565202,7.551973341294776,83.10264447354176,1.0
UHS-002,20,2031-06-22,2031-07-13,588137.7524217577,563351.3501152166,6712.122715168214,8.144568550039304,83.10264447354176,0.9470479421140338
UHS-002,21,2031-07-20,2031-08-10,596954.3537767255,589835.0675305617,2181.1686418210425,7.532200596138107,83.10264447354176,0.984476876199157
UHS-002,22,2031-08-17,2031-09-07,563915.5616060498,462463.9297836503,3981.902976960004,7.733078721605775,83.10264447354176,0.814344064950568
UHS-002,23,2031-09-14,2031-10-05,524074.9640113617,421604.09596770734,20417.559442318194,9.745701281912293,83.10264447354176,0.7743064923894635
UHS-002,24,2031-10-12,2031-11-02,415072.89627836493,674073.0058381435,15297.972893141396,8.307072614351764,83.10264447354176,1.0
UHS-002,25,2031-11-09,2031-11-30,694470.4834780743,723423.7680970927,6190.868239843727,7.810045324567384,83.10264447354176,1.0
UHS-002,26,2031-12-07,2031-12-28,526736.9657593842,401357.72292828903,1610.0476807935447,7.3691909379754446,83.10264447354176,0.7596479448515555
UHS-002,27,2032-01-04,2032-01-25,332695.3426833184,451290.3291321596,5174.208701460237,7.193145540364948,83.10264447354176,1.0
UHS-002,28,2032-02-01,2032-02-22,674613.2215066461,594966.730569785,7504.164079362109,8.011486252945357,83.10264447354176,0.8722351066578476
UHS-002,29,2032-02-29,2032-03-21,586514.6768356205,524614.153156148,2917.3119960323907,7.924170020444235,83.10264447354176,0.8900333933284059
UHS-002,30,2032-03-28,2032-04-18,444059.9951517172,425045.9023756108,7659.0718196289135,8.293713374315422,83.10264447354176,0.9409518735293317
UHS-002,31,2032-04-25,2032-05-16,637574.8801697218,578952.7850943897,7106.160888387368,8.157932292368468,83.10264447354176,0.8980453095753503
UHS-002,32,2032-05-23,2032-06-13,657988.8137917345,688910.4561229441,12979.296448487754,8.908282512877983,83.10264447354176,1.0
UHS-002,33,2032-06-20,2032-07-11,430848.26994585455,463765.0845248455,3139.2687176559075,7.602878202014654,83.10264447354176,1.0
UHS-002,34,2032-07-18,2032-08-08,634616.3128134097,584023.584417413,3607.3594569026905,7.707458274316534,83.10264447354176,0.9150766569655778
UHS-002,35,2032-08-15,2032-09-05,870993.3376531785,852123.1479357374,6923.145947507205,7.677512890457134,83.10264447354176,0.9706198298508298
UHS-002,36,2032-09-12,2032-10-03,825065.3454627468,523321.1322862105,5424.511528875646,8.556892030655352,83.10264447354176,0.6301354891700849
UHS-002,37,2032-10-10,2032-10-31,447795.8762104771,762540.5079219579,10873.489007168397,9.239871397797996,83.10264447354176,1.0
UHS-002,38,2032-11-07,2032-11-28,482180.1638011172,540108.0864020003,7911.500087457882,8.049871175077376,83.10264447354176,1.0
UHS-002,39,2032-12-05,2032-12-26,682092.3857153361,479151.076907761,5649.151806822534,8.273345348683874,83.10264447354176,0.6967022504327395
UHS-002,40,2033-01-02,2033-01-23,488669.7390951341,607337.0556049076,4231.7711803998955,7.552904290506609,83.10264447354176,1.0
UHS-002,41,2033-01-30,2033-02-20,618744.8364155521,540787.5427593843,9205.41331370952,9.118331960897535,83.10264447354176,0.8611948844554833
UHS-002,42,2033-02-27,2033-03-20,430527.1596046068,641947.0996192066,9559.052196153367,8.092444813807193,83.10264447354176,1.0
UHS-002,43,2033-03-27,2033-04-17,709321.2997282547,568402.5049193699,3378.503756950283,7.525626805726995,83.10264447354176,0.797534252345516
UHS-002,44,2033-04-24,2033-05-15,374740.89639124257,481479.791524467,6255.7421530503325,7.770559747676784,83.10264447354176,1.0
UHS-002,45,2033-05-22,2033-06-12,800744.8594655222,341168.11741300253,3077.611375411786,8.300744795923386,83.10264447354176,0.4244321722632146
UHS-002,46,2033-06-19,2033-07-10,495477.29015070753,556323.4711370314,15500.850729431113,9.21019923919805,83.10264447354176,1.0
UHS-002,47,2033-07-17,2033-08-07,506362.9036816413,434881.266995569,8588.00931491764,8.60906358395695,83.10264447354176,0.8445101387721478
UHS-002,48,2033-08-14,2033-09-04,817177.6102975949,419640.0538349756,18081.454185582905,11.421558988104143,83.10264447354176,0.5024070634835075
UHS-002,49,2033-09-11,2033-10-02,616374.4249559462,573878.1449476702,31817.25934812938,11.403691258765463,83.10264447354176,0.8853525258717376
UHS-002,50,2033-10-09,2033-10-30,444469.21948151407,634898.7505260194,43174.888249818745,12.723277588806647,83.10264447354176,1.0
UHS-002,51,2033-11-06,2033-11-27,547681.5917987807,474130.2837192034,30715.087552219906,11.499404753306859,83.10264447354176,0.8197320293249404
UHS-002,52,2033-12-04,2033-12-25,612060.9118813033,439186.71391017264,33412.79778275235,12.605380620253568,83.10264447354176,0.680409918072034
UHS-002,53,2034-01-01,2034-01-22,631910.1671958808,342912.561517503,56896.20237993578,14.320742637382319,83.10264447354176,0.4978359328016613
UHS-002,54,2034-01-29,2034-02-19,553500.916950673,733142.3193355731,53764.81072064951,13.314284511413764,83.10264447354176,1.0
UHS-002,55,2034-02-26,2034-03-19,300171.9626855838,682109.4210005017,18577.771259150257,11.595598220919078,83.10264447354176,1.0
UHS-002,56,2034-03-26,2034-04-16,335611.3390062134,596244.0153909975,8650.10973662465,7.516258833505759,83.10264447354176,1.0
UHS-002,57,2034-04-23,2034-05-14,432468.5055963514,333957.35359786847,7280.415963661197,8.170614793579492,83.10264447354176,0.759427339612685
UHS-002,58,2034-05-21,2034-06-11,557777.731445645,723200.3404102535,7769.057779094914,8.311390294439168,83.10264447354176,1.0
UHS-002,59,2034-06-18,2034-07-09,694353.6487206803,487373.0704092669,1847.8176906783515,7.643366790119716,83.10264447354176,0.7000460267937675
UHS-002,60,2034-07-16,2034-08-06,655862.5716859822,650994.0595184553,7307.594581910813,7.762983855890296,83.10264447354176,0.9816395438625325
UHS-002,61,2034-08-13,2034-09-03,503998.01746439066,482536.47634885594,13219.472074983376,8.971370876155422,83.10264447354176,0.9329469441928474
UHS-002,62,2034-09-10,2034-10-01,590511.5249916777,298649.71327173535,17578.806268570897,10.075913697250211,83.10264447354176,0.49112721896563033
UHS-002,63,2034-10-08,2034-10-29,675498.4148556984,775981.7738590785,26660.164495974048,10.281663141406494,83.10264447354176,1.0
UHS-002,64,2034-11-05,2034-11-26,695964.5678687489,738093.6533775786,5800.574650212493,8.695829481248547,83.10264447354176,1.0
UHS-002,65,2034-12-03,2034-12-24,532070.872862477,660071.912768246,18984.12134175389,9.137265460502316,83.10264447354176,1.0
UHS-002,66,2034-12-31,2035-01-21,777371.8732688077,463563.09438166406,15823.564934227743,10.099091451787022,83.10264447354176,0.5844248114082126
UHS-002,67,2035-01-28,2035-02-18,671800.8968021405,507067.6789124178,27516.232918702306,10.674419306447732,83.10264447354176,0.7250897444980806
UHS-002,68,2035-02-25,2035-03-18,424067.0795675336,401193.9528766106,19786.371757643785,12.146637221166367,83.10264447354176,0.9038883254794964
UHS-002,69,2035-03-25,2035-04-15,448876.28902436513,873262.1408719735,18241.260620767647,9.335249315594066,83.10264447354176,1.0
UHS-002,70,2035-04-22,2035-05-13,417714.5588124718,328339.1546367657,8556.021083096797,8.722095802975687,83.10264447354176,0.7702599478415899
UHS-002,71,2035-05-20,2035-06-10,727539.7470042431,579279.7065871466,17130.738128836678,9.47755935541907,83.10264447354176,0.777900720052874
